Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,target
11.47,0,0.049,3,157.96,2009,1,1,3,3410.0
12.07,1,0.076,8,156.9,2009,1,1,3,3524.0
14.55,1,0.14,9,175.68,1999,1,0,0,4468.84
14.29,2,0.097,0,186.0,1987,0,1,2,4621.59
11.14,0,0.094,13,118.4,2009,1,1,3,2526.52
10.56,0,0.051,14,143.92,2009,1,1,3,2917.5
10.91,1,0.037,9,104.28,1998,2,2,1,2184.3
7.76,2,0.067,10,104.59,1998,2,2,1,1479.09
13.37,0,0.074,13,194.86,1987,0,1,2,4594.95
13.75,2,0.097,5,184.29,1999,1,0,0,4464.75
15.16,0,0.14,5,193.25,1987,0,1,2,4965.8
13.41,0,0.173,3,140.92,2009,1,1,3,2171.43
13.19,2,0.03,2,163.87,2009,1,1,3,3920.06
16.75,1,0.043,8,236.09,1999,1,0,0,6643.63
17.56,1,0.151,9,199.7,1999,1,0,0,5639.24
10.95,0,0.063,10,127.32,2009,1,1,3,2665.67
14.05,0,0.074,13,130.94,2009,1,1,3,3440.04
12.47,0,0.033,14,175.32,2009,1,1,3,3991.24
15.42,0,0.027,13,156.61,1999,1,0,0,4275.41
9.4,1,0.011,9,141.15,2009,1,1,3,2598.06
8.95,0,0.082,0,144.3,2009,1,1,3,2561.21
13.23,0,0.08,7,147.66,2009,1,1,3,3595.69
12.9,2,0.014,3,136.17,2009,1,1,3,3286.0
13.4,2,0.033,4,164.14,2009,1,1,3,3971.28
10.29,0,0.123,4,154.03,2009,1,1,3,3062.03
12.14,1,0.141,8,135.94,2009,1,1,3,3111.04
10.49,0,0.125,0,118.86,1987,0,1,2,2387.07
8.38,1,0.152,8,104.11,1998,2,2,1,1610.56
15.23,1,0.096,9,122.34,2009,1,1,3,3529.46
10.01,0,0.133,2,104.76,1998,2,2,1,1990.17
17.77,0,0.047,14,175.25,1999,1,0,0,5186.32
11.71,2,0.103,4,176.85,1999,1,0,0,5720.18
8.55,0,0.057,6,155.26,2009,1,1,3,2695.41
12.48,0,0.021,3,183.1,1987,0,1,2,4151.57
11.95,0,0.061,3,139.68,2009,1,1,3,3144.66
12.65,0,0.054,14,136.23,2009,1,1,3,3232.65
14.99,1,0.205,9,154.74,1987,0,1,2,4139.41
9.65,2,0.133,4,124.45,1987,0,1,2,2312.25
14.34,1,0.015,11,122.75,2009,1,1,3,3337.55
14.55,2,0.092,6,197.58,1987,0,1,2,4917.22
15.23,0,0.061,6,102.12,2009,1,1,3,3115.93
15.22,1,0.116,9,166.39,1999,1,0,0,4429.31
12.92,0,0.04,7,136.02,2009,1,1,3,3288.04
15.65,1,0.142,9,179.45,1987,0,1,2,4793.09
9.82,0,0.086,13,95.63,1998,2,2,1,1762.29
16.87,0,0.053,5,149.08,1999,1,0,0,4448.81
15.51,1,0.021,9,189.65,1999,1,0,0,4971.75
11.91,2,0.033,0,105.17,1987,0,1,2,2428.09
16.21,2,0.041,6,189.13,1999,1,0,0,5117.65
7.73,0,0.03,10,122.19,1998,2,2,1,1831.78
11.01,0,0.142,14,167.55,2009,1,1,3,3501.55
15.76,2,0.032,3,201.96,1999,1,0,0,5278.9
13.84,1,0.044,8,159.88,2009,1,1,3,3984.35
13.17,0,0.055,13,145.4,2009,1,1,3,3535.71
10.43,0,0.09,13,117.52,1987,0,1,2,2347.2
10.3,0,0.127,14,126.85,2009,1,1,3,2508.36
9.9,1,0.013,8,139.2,1999,1,0,0,6541.04
15.49,2,0.054,10,163.02,1999,1,0,0,4421.94
10.29,2,0.088,6,99.94,1998,2,2,1,1955.97
14.13,1,0.049,9,134.47,2009,1,1,3,3529.01
13.49,0,0.071,2,145.6,2009,1,1,3,3613.53
12.44,0,0.045,4,149.44,2009,1,1,3,3454.89
13.37,2,0.095,2,171.76,1998,2,2,1,1732.02
14.4,2,0.039,13,182.76,1987,0,1,2,4578.16
13.06,0,0.162,15,132.86,2009,1,1,3,3255.95
11.94,0,0.104,3,158.99,2009,1,1,3,3536.15
9.96,2,0.036,13,137.0,2009,1,1,3,2639.11
14.26,1,0.013,9,163.94,1987,0,1,2,4163.58
12.7,1,0.076,9,209.05,1987,0,1,2,4732.79
10.36,0,0.043,7,126.49,2009,1,1,3,2513.99
12.36,0,0.017,12,167.0,2009,1,1,3,3795.84
8.9,2,0.076,0,143.36,2009,1,1,3,2531.01
13.73,1,0.05,9,139.12,2009,1,1,3,3535.07
15.7,2,0.009,10,159.46,1999,1,0,0,4397.13
10.88,1,0.095,9,111.96,1987,0,1,2,2335.9
13.77,0,0.015,6,155.54,2009,1,1,3,3879.32
8.49,0,0.112,0,133.27,1998,2,2,1,2230.53
12.67,3,0.047,5,124.48,2009,1,1,3,2996.63
15.97,0,0.064,1,187.64,1999,1,0,0,5033.88
13.46,0,0.036,6,183.41,1999,1,0,0,4379.76
10.74,0,0.183,3,129.43,2009,1,1,3,2660.9
12.05,2,0.175,3,122.68,2009,1,1,3,2817.7
11.71,0,0.106,4,195.75,1999,1,0,0,4236.09
10.38,0,0.014,0,107.67,1998,2,2,1,2135.17
15.54,2,0.068,6,174.46,1987,0,1,2,4667.45
12.35,2,0.185,3,131.65,2009,1,1,3,3070.22
11.95,1,0.052,9,112.04,2009,1,1,3,2578.75
13.82,1,0.021,8,162.84,1987,0,1,2,4041.33
11.59,0,0.065,5,139.67,2009,1,1,3,3063.39
15.34,0,0.076,13,123.15,2009,1,1,3,3571.23
11.3,0,0.282,0,173.55,2009,1,1,3,3690.66
12.8,2,0.03,0,156.3,2009,1,1,3,3676.19
12.67,2,0.016,13,176.07,1987,0,1,2,4052.31
8.99,0,0.045,7,73.33,1998,2,2,1,1116.94
10.95,0,0.066,2,171.68,2009,1,1,3,3572.03
15.44,2,0.099,10,194.71,1999,1,0,0,5059.22
13.29,0,0.21,3,162.14,2009,1,1,3,3905.54
13.25,0,0.073,0,137.13,2009,1,1,3,3386.71
12.09,2,0.043,14,149.17,2009,1,1,3,3369.8
15.89,0,0.03,13,148.23,1999,1,0,0,4208.45
14.8,0,0.014,1,115.71,2009,1,1,3,3298.19
15.46,2,0.091,4,218.09,1999,1,0,0,5541.77
14.11,0,0.079,0,171.77,1999,1,0,0,4289.23
8.2,0,0.114,13,156.97,2009,1,1,3,2650.14
14.39,3,0.057,0,184.41,1987,0,1,2,4609.95
9.21,0,0.01,0,144.35,1999,1,0,0,5789.67
11.48,1,0.01,8,161.03,2009,1,1,3,3474.79
14.76,0,0.166,13,130.05,2009,1,1,3,3580.86
15.2,1,0.045,8,183.49,1987,0,1,2,4774.98
13.26,2,0.28,4,137.37,2009,1,1,3,3393.59
14.37,2,0.013,6,121.08,2009,1,1,3,3310.88
13.62,0,0.069,10,134.47,2009,1,1,3,3413.74
14.47,0,0.115,4,170.55,1999,1,0,0,4345.82
12.9,2,0.025,15,172.85,1987,0,1,2,4036.91
8.93,0,0.053,4,125.75,1998,2,2,1,2175.98
13.42,2,0.011,10,97.93,2009,1,1,3,2623.0
12.35,0,0.038,4,117.82,2009,1,1,3,2787.17
15.23,2,0.067,6,254.34,1999,1,0,0,6231.41
13.91,1,0.12,8,128.0,2009,1,1,3,3348.83
13.45,0,0.03,7,148.09,2009,1,1,3,3654.35
13.49,0,0.049,6,152.38,2009,1,1,3,3751.07
12.01,0,0.167,4,157.32,2009,1,1,3,3518.75
11.42,0,0.029,12,138.95,2009,1,1,3,3009.36
11.74,0,0.107,4,155.03,2009,1,1,3,3411.67
16.45,0,0.052,10,173.16,1999,1,0,0,4846.35
15.72,0,0.123,15,186.22,1999,1,0,0,4949.09
10.82,0,0.103,13,144.35,2009,1,1,3,2985.0
11.17,1,0.028,9,129.35,2009,1,1,3,2756.73
13.23,0,0.061,5,127.23,2009,1,1,3,3177.67
13.85,0,0.054,6,216.44,1999,1,0,0,5143.16
14.5,0,0.052,13,151.13,2009,1,1,3,3953.93
13.88,2,0.068,6,159.78,2009,1,1,3,3990.93
13.32,2,0.039,6,166.56,1987,0,1,2,4004.28
12.14,0,0.142,10,149.87,1998,2,2,1,864.91
9.0,2,0.021,0,103.73,1998,2,2,1,1742.92
13.94,0,0.088,6,189.15,1987,0,1,2,4606.28
10.72,2,0.097,5,130.54,2009,1,1,3,2679.3
11.04,2,0.033,4,119.75,2009,1,1,3,2530.74
12.51,2,0.116,3,119.07,2009,1,1,3,2849.88
16.67,1,0.046,9,202.84,1999,1,0,0,5503.45
16.53,0,0.037,4,169.09,1987,0,1,2,4781.48
12.84,0,0.072,4,150.22,2009,1,1,3,3561.31
9.41,0,0.054,14,102.47,1998,2,2,1,1808.88
13.3,1,0.046,9,152.97,2009,1,1,3,3720.57
11.18,0,0.159,0,121.69,2009,1,1,3,2602.46
12.44,0,0.135,4,119.38,2009,1,1,3,2839.48
12.23,0,0.078,6,161.37,2009,1,1,3,3650.21
9.04,0,0.025,13,129.15,1998,2,2,1,2271.02
8.24,0,0.066,10,64.4,1998,2,2,1,765.92
8.69,1,0.087,9,92.38,1998,2,2,1,1440.41
13.53,1,0.149,8,144.49,2009,1,1,3,3600.1
10.71,1,0.079,8,111.89,1998,2,2,1,2296.12
17.54,0,0.041,13,159.44,1999,1,0,0,4811.25
15.25,3,0.008,0,228.55,1999,1,0,0,5708.47
13.36,2,0.102,6,143.48,2009,1,1,3,3539.31
16.85,1,0.058,8,170.34,1999,1,0,0,4879.87
14.62,1,0.166,11,210.23,1999,1,0,0,5190.64
14.35,0,0.043,13,129.57,2009,1,1,3,3480.56
14.28,2,0.031,3,162.08,1987,0,1,2,4130.16
15.46,0,0.021,6,191.51,1999,1,0,0,4997.66
11.21,0,0.128,6,100.08,1998,2,2,1,2167.04
16.57,0,0.036,0,192.61,1999,1,0,0,5271.64
17.14,1,0.105,9,167.24,1999,1,0,0,4880.83
12.03,0,0.048,4,176.72,2009,1,1,3,2255.43
12.16,0,0.059,13,157.33,2009,1,1,3,3552.25
14.28,1,0.077,9,162.93,1987,0,1,2,4146.19
13.38,1,0.03,9,130.7,2009,1,1,3,3282.76
12.44,0,0.05,4,115.78,2009,1,1,3,3261.44
13.91,2,0.046,14,162.65,1987,0,1,2,4057.88
16.07,0,0.167,10,148.86,1999,1,0,0,4264.01
12.5,0,0.048,6,157.76,2009,1,1,3,3637.98
12.08,0,0.011,6,143.91,2009,1,1,3,3259.38
12.81,1,0.16,9,159.7,2009,1,1,3,3748.37
14.2,0,0.033,6,135.22,2009,1,1,3,3561.93
10.02,0,0.032,5,146.9,2009,1,1,3,2855.97
11.32,0,0.063,10,128.01,2009,1,1,3,2762.5
11.45,2,0.124,3,125.22,2009,1,1,3,2734.52
14.73,1,0.173,8,136.46,2009,1,1,3,3705.29
16.09,2,0.098,2,150.38,1999,1,0,0,4299.51
10.7,0,0.089,10,112.28,1987,0,1,2,2301.85
13.28,2,0.104,6,143.17,2009,1,1,3,3515.13
11.69,0,0.047,4,133.27,2009,1,1,3,2955.11
10.56,0,0.025,13,161.71,2009,1,1,3,3280.84
15.01,0,0.064,6,191.21,1987,0,1,2,4889.95
14.34,2,0.035,4,133.82,2009,1,1,3,3564.15
8.97,1,0.049,8,95.58,1998,2,2,1,1567.44
14.38,1,0.028,9,179.28,1987,0,1,2,4504.13
12.26,0,0.058,6,132.85,2009,1,1,3,3074.25
10.38,1,0.094,9,96.67,1998,2,2,1,1909.26
13.75,0,0.061,6,164.34,1987,0,1,2,4055.47
13.45,0,0.08,15,148.98,2009,1,1,3,3673.95
14.11,2,0.063,6,160.54,1987,0,1,2,4059.72
12.47,1,0.017,8,174.78,2009,1,1,3,3980.71
12.11,0,0.129,14,124.48,2009,1,1,3,2868.42
13.56,0,0.091,3,181.83,1999,1,0,0,4371.43
10.3,0,0.01,6,122.52,1987,0,1,2,2419.44
10.64,0,0.02,7,165.99,2009,1,1,3,3385.46
12.8,0,0.03,5,135.8,2009,1,1,3,3257.72
7.53,0,0.021,4,143.66,1998,2,2,1,2226.48
12.5,0,0.022,6,138.26,2009,1,1,3,3238.77
12.33,1,0.212,9,140.7,2009,1,1,3,3250.28
14.14,0,0.021,3,155.28,2009,1,1,3,3957.39
12.22,1,0.09,9,142.25,2009,1,1,3,3257.45
10.77,3,0.083,10,180.96,2009,1,1,3,3722.83
13.33,0,0.069,0,190.93,1987,0,1,2,4503.52
13.19,2,0.104,15,143.69,2009,1,1,3,3506.0
15.08,0,0.14,4,193.21,1987,0,1,2,4945.48
15.02,0,0.157,13,214.85,1999,1,0,0,5375.74
10.47,0,0.038,5,108.94,1998,2,2,1,2180.41
11.27,2,0.065,6,122.63,2009,1,1,3,2641.53
9.62,1,0.154,9,94.81,1998,2,2,1,1700.13
10.89,0,0.007,14,113.48,1987,0,1,2,2368.62
12.08,1,0.118,9,162.84,2009,1,1,3,3647.21
12.42,1,0.053,11,188.37,1999,1,0,0,5395.95
11.47,1,0.041,8,116.17,2009,1,1,3,2555.32
11.34,0,0.053,6,114.35,1987,0,1,2,2487.49
13.65,0,0.028,13,164.91,1987,0,1,2,4044.68
14.05,0,0.11,6,168.85,1999,1,0,0,4215.35
13.01,1,0.054,9,144.54,2009,1,1,3,3482.54
14.49,0,0.006,15,132.28,2009,1,1,3,3566.64
13.48,0,0.097,13,122.58,2009,1,1,3,3139.87
9.91,2,0.044,3,136.33,2009,1,1,3,2615.44
12.95,0,0.045,3,91.27,1987,0,1,2,2378.63
13.88,0,0.013,10,103.23,2009,1,1,3,2834.29
11.26,0,0.092,3,96.32,1998,2,2,1,2100.85
14.94,1,0.077,9,188.74,1987,0,1,2,4823.62
16.62,1,0.033,9,166.03,1987,0,1,2,4737.62
17.5,2,0.034,0,177.64,1999,1,0,0,5175.64
14.47,0,0.031,6,142.74,2009,1,1,3,3775.7
14.19,0,0.052,13,170.91,1999,1,0,0,4258.98
13.76,0,0.015,13,179.12,1999,1,0,0,4359.42
14.9,1,0.049,8,171.89,1987,0,1,2,4758.46
9.96,1,0.147,9,138.57,2009,1,1,3,2671.4
11.27,0,0.116,6,124.9,2009,1,1,3,2686.83
13.55,0,0.124,14,147.12,2009,1,1,3,3658.63
7.6,1,0.063,9,134.67,1998,2,2,1,880.44
10.96,2,0.073,5,165.12,2009,1,1,3,3440.23
14.59,1,0.062,9,155.01,1987,0,1,2,4053.52
15.97,0,0.015,13,155.56,1999,1,0,0,4376.99
16.38,1,0.02,9,203.99,1999,1,0,0,5462.13
17.6,2,0.031,13,158.67,1999,1,0,0,4809.97
14.84,0,0.102,2,146.12,2009,1,1,3,3929.7
14.7,0,0.047,14,131.68,2009,1,1,3,3601.51
15.1,0,0.08,3,170.16,1999,1,0,0,4478.43
12.12,0,0.055,13,101.18,1987,0,1,2,2394.72
9.23,0,0.038,5,105.33,1998,2,2,1,1825.65
11.85,1,0.083,9,131.37,2009,1,1,3,2951.49
8.53,1,0.089,8,132.08,1998,2,2,1,2216.56
14.41,1,0.054,8,168.21,1999,1,0,0,4282.77
12.83,0,0.017,10,207.05,1987,0,1,2,4720.47
15.59,0,0.005,5,162.29,1999,1,0,0,4429.33
13.02,0,0.054,13,153.36,2009,1,1,3,3315.66
14.53,0,0.054,12,142.33,2009,1,1,3,3780.33
9.65,0,0.043,10,109.7,1998,2,2,1,2010.76
11.27,0,0.049,14,128.89,2009,1,1,3,2769.15
12.7,1,0.013,11,126.66,2009,1,1,3,3047.92
10.61,1,0.074,9,113.98,1987,0,1,2,2315.55
7.35,2,0.087,7,114.53,1999,1,0,0,5407.6
14.03,0,0.017,5,198.32,1987,0,1,2,4814.17
11.4,2,0.074,13,127.87,2009,1,1,3,2777.85
13.47,1,0.021,9,126.33,2009,1,1,3,3214.79
7.71,0,0.029,10,148.91,1998,2,2,1,2072.75
12.82,2,0.009,10,119.88,2009,1,1,3,2934.54
10.35,3,0.017,6,95.05,1998,2,2,1,1869.49
15.45,0,0.2,3,206.62,1999,1,0,0,5305.03
13.87,2,0.104,14,170.58,1999,1,0,0,4211.26
11.5,2,0.149,5,140.08,2009,1,1,3,3050.63
15.83,0,0.041,6,202.6,1999,1,0,0,5309.48
10.95,1,0.032,11,165.57,2009,1,1,3,3447.98
15.09,2,0.114,15,114.89,2009,1,1,3,5256.36
7.69,1,0.025,9,111.11,1998,2,2,1,1597.6
16.76,0,0.177,4,156.14,1987,0,1,2,4568.26
15.46,2,0.042,6,185.91,1987,0,1,2,4882.78
12.16,0,0.022,6,171.91,2009,1,1,3,3849.96
9.23,0,0.022,5,146.69,2009,1,1,3,2672.65
14.41,0,0.12,13,202.29,1987,0,1,2,4980.02
11.0,0,0.038,6,100.66,1998,2,2,1,1890.1
13.21,0,0.138,6,110.99,2009,1,1,3,2842.79
13.03,0,0.043,0,166.58,2009,1,1,3,3939.17
10.82,2,0.043,10,172.87,2009,1,1,3,3568.22
13.31,0,0.14,14,165.0,2009,1,1,3,3969.56
14.42,2,0.036,4,162.86,1998,2,2,1,913.54
10.08,2,0.097,14,165.38,2009,1,1,3,3248.31
11.98,0,0.054,0,182.9,1987,0,1,2,4035.68
12.41,0,0.13,0,171.3,2009,1,1,3,3895.96
13.36,1,0.142,8,166.4,1987,0,1,2,4010.25
9.43,0,0.09,6,113.1,1998,2,2,1,2030.46
10.25,1,0.016,9,150.06,2009,1,1,3,2972.86
9.79,0,0.006,6,161.0,2009,1,1,3,3093.08
11.5,2,0.103,5,173.28,2009,1,1,3,3728.97
11.34,1,0.049,9,187.99,2009,1,1,3,3993.7
14.99,2,0.034,10,188.32,1987,0,1,2,4826.06
11.21,2,0.06,6,178.28,2009,1,1,3,3766.56
14.28,0,0.039,14,157.16,1987,0,1,2,4028.76
14.85,2,0.03,13,215.25,1999,1,0,0,5346.29
17.08,0,0.114,6,156.15,1987,0,1,2,4641.27
14.11,2,0.069,0,150.74,2009,1,1,3,3859.4
11.15,0,0.165,0,131.87,2009,1,1,3,2803.37
12.1,2,0.006,5,108.13,2009,1,1,3,2533.09
14.83,2,0.057,10,181.34,1987,0,1,2,4646.84
13.07,0,0.019,6,123.23,2009,1,1,3,3060.38
12.6,2,0.037,4,154.94,2009,1,1,3,3603.04
13.76,2,0.073,4,171.5,1999,1,0,0,4203.24
8.19,2,0.03,10,121.32,1998,2,2,1,1917.51
9.95,2,0.032,10,112.26,1998,2,2,1,2131.95
10.95,0,0.011,3,118.31,1987,0,1,2,2480.95
12.74,1,0.021,8,173.87,1987,0,1,2,4023.1
15.15,0,0.047,5,142.13,2009,1,1,3,3917.18
10.93,0,0.037,6,107.15,1998,2,2,1,2248.58
12.08,0,0.048,10,127.74,2009,1,1,3,2929.42
11.8,0,0.019,5,97.54,1998,2,2,1,2248.89
13.34,0,0.033,13,180.09,1999,1,0,0,4285.81
12.51,0,0.019,6,123.78,2009,1,1,3,2946.0
13.08,2,0.05,13,189.87,1999,1,0,0,4425.72
14.21,0,0.083,0,158.74,1987,0,1,2,4044.34
13.16,0,0.116,6,151.84,2009,1,1,3,3665.43
13.36,1,0.067,8,130.26,2009,1,1,3,3269.81
11.44,0,0.162,4,152.76,2009,1,1,3,3297.29
14.68,0,0.108,10,220.49,1999,1,0,0,5415.4
14.46,0,0.116,0,177.96,1999,1,0,0,4494.74
7.03,2,0.088,3,129.3,1998,2,2,1,1820.35
15.6,0,0.02,1,171.47,1987,0,1,2,4618.49
12.19,0,0.017,4,131.52,2009,1,1,3,3032.12
11.63,0,0.04,13,152.7,2009,1,1,3,3339.1
11.55,0,0.093,1,115.86,2009,1,1,3,2566.12
10.95,0,0.081,3,133.99,2009,1,1,3,2801.22
7.86,0,0.12,13,144.42,1987,0,1,2,2316.49
10.78,0,0.016,1,95.76,1998,2,2,1,1980.69
10.67,1,0.177,8,135.05,2009,1,1,3,2760.61
15.58,0,0.061,3,153.82,1998,2,2,1,1560.43
11.83,0,0.228,10,126.53,2009,1,1,3,2848.73
13.75,0,0.054,6,148.99,2009,1,1,3,3740.76
11.63,0,0.022,10,136.05,2009,1,1,3,2997.36
11.95,0,0.096,5,120.64,2009,1,1,3,2753.68
13.29,0,0.128,6,192.34,1998,2,2,1,1120.76
10.73,0,0.141,5,140.08,2009,1,1,3,2876.41
15.38,2,0.145,4,168.12,1987,0,1,2,2342.5
16.28,0,0.13,6,161.79,1987,0,1,2,4575.31
11.34,0,0.144,13,152.01,2009,1,1,3,3259.17
8.87,0,0.062,6,134.27,1987,0,1,2,2336.65
18.26,0,0.031,14,174.31,1999,1,0,0,5279.53
12.13,1,0.052,9,114.97,2009,1,1,3,2678.89
12.1,1,0.055,9,138.4,2009,1,1,3,3151.91
15.24,1,0.024,11,165.87,1999,1,0,0,4424.43
11.26,1,0.074,9,151.55,2009,1,1,3,3230.05
15.14,0,0.094,10,162.51,1999,1,0,0,4332.57
10.66,2,0.021,0,135.28,2009,1,1,3,2762.33
12.94,0,0.124,3,198.96,1998,2,2,1,2155.43
10.15,2,0.016,6,135.23,2009,1,1,3,2788.38
12.24,0,0.006,5,107.48,2009,1,1,3,2550.99
12.64,1,0.065,9,115.04,2009,1,1,3,2796.34
15.07,0,0.082,5,167.61,1999,1,0,0,4420.9
13.7,2,0.081,15,158.61,2009,1,1,3,3925.85
11.54,0,0.016,5,126.03,2009,1,1,3,2771.45
12.56,2,0.048,1,109.71,2009,1,1,3,2669.42
13.91,0,0.162,6,110.35,2009,1,1,3,2986.62
8.85,0,0.123,3,113.28,1998,2,2,1,1902.66
13.69,3,0.024,3,148.11,2009,1,1,3,3709.06
12.33,2,0.112,5,165.25,2009,1,1,3,3752.2
13.56,2,0.042,0,121.49,2009,1,1,3,3136.35
9.37,0,0.027,6,133.89,1987,0,1,2,2441.86
11.81,0,0.188,6,109.81,2009,1,1,3,2500.51
13.9,0,0.095,13,185.63,1987,0,1,2,4525.49
16.34,0,0.047,13,162.07,1987,0,1,2,4593.23
7.65,0,0.111,13,92.53,1998,2,2,1,1207.64
10.56,2,0.119,6,104.91,1998,2,2,1,2117.81
13.33,0,0.075,6,170.77,1987,0,1,2,4092.81
12.75,0,0.038,10,103.29,2009,1,1,3,2579.95
11.92,0,0.039,5,136.88,2009,1,1,3,3079.32
13.88,2,0.042,4,138.31,2009,1,1,3,3552.81
12.46,1,0.053,11,155.15,2009,1,1,3,3575.15
13.4,0,0.031,13,157.42,2009,1,1,3,3599.5
13.25,0,0.127,7,148.01,2009,1,1,3,3607.65
10.84,2,0.062,5,100.32,1998,2,2,1,2087.67
13.39,0,0.041,13,159.07,2009,1,1,3,3865.18
12.39,0,0.026,3,160.13,2009,1,1,3,3661.32
9.25,1,0.015,8,117.89,1998,2,2,1,2087.22
18.74,0,0.052,6,199.51,1999,1,0,0,5903.7
13.46,0,0.065,6,162.02,2009,1,1,3,3942.04
11.29,0,0.067,13,103.72,1998,2,2,1,2260.09
14.72,0,0.015,14,164.27,1987,0,1,2,4828.12
11.28,0,0.032,13,159.45,2009,1,1,3,3396.59
16.24,0,0.018,0,128.41,2009,1,1,3,3882.17
14.34,1,0.031,8,121.28,2009,1,1,3,5130.16
11.36,0,0.039,10,138.6,2009,1,1,3,2989.5
10.59,2,0.009,7,136.19,2009,1,1,3,2765.86
12.77,0,0.029,13,141.33,2009,1,1,3,3363.97
12.58,0,0.059,4,146.51,2009,1,1,3,3427.25
12.48,0,0.026,5,99.54,1987,0,1,2,2442.86
14.02,1,0.064,9,166.37,1987,0,1,2,4157.66
16.41,0,0.04,0,173.77,1999,1,0,0,4849.75
12.55,0,0.039,4,152.82,2009,1,1,3,3548.52
13.4,0,0.018,6,219.77,1999,1,0,0,5109.59
12.24,2,0.139,5,145.07,2009,1,1,3,3320.95
15.02,0,0.051,5,151.97,1987,0,1,2,4089.97
15.02,1,0.125,9,197.08,1999,1,0,0,5013.09
10.87,0,0.149,14,184.65,2009,1,1,3,3819.37
8.07,0,0.016,6,160.89,2009,1,1,3,2701.45
14.64,1,0.016,8,168.0,1999,1,0,0,4331.39
11.11,1,0.124,11,147.86,2009,1,1,3,3122.12
13.19,0,0.042,0,130.79,2009,1,1,3,3242.51
11.01,1,0.017,11,91.72,1998,2,2,1,1949.81
13.17,2,0.044,10,214.77,1987,0,1,2,4955.81
10.57,0,0.058,10,133.11,2009,1,1,3,2696.8
10.98,0,0.125,5,184.29,2009,1,1,3,3836.73
14.42,0,0.129,5,152.98,2009,1,1,3,3974.95
9.5,2,0.035,7,181.02,2009,1,1,3,3604.83
11.36,0,0.058,13,173.62,2009,1,1,3,3704.5
15.74,0,0.172,0,125.58,2009,1,1,3,3712.81
11.85,1,0.128,9,128.43,2009,1,1,3,2890.63
13.63,0,0.036,14,171.9,1987,0,1,2,4182.55
14.06,0,0.053,14,169.1,1999,1,0,0,4222.29
14.3,0,0.042,6,149.61,2009,1,1,3,3878.93
11.78,0,0.174,14,96.9,1998,2,2,1,2229.27
12.59,0,0.018,6,125.11,2009,1,1,3,2989.62
13.38,2,0.042,5,162.95,2009,1,1,3,3943.21
10.43,1,0.071,9,110.95,1998,2,2,1,2213.07
14.36,2,0.077,14,107.01,2009,1,1,3,3019.43
14.13,0,0.023,0,179.64,1999,1,0,0,4453.96
11.16,1,0.099,9,176.02,2009,1,1,3,3709.97
13.97,2,0.04,5,181.11,1999,1,0,0,4448.37
12.44,0,0.047,0,159.73,2009,1,1,3,3664.91
13.83,0,0.064,13,161.4,1998,2,2,1,1072.99
17.05,0,0.066,13,203.48,1999,1,0,0,5601.66
11.0,2,0.026,4,136.85,2009,1,1,3,2871.95
13.58,1,0.022,9,145.46,2009,1,1,3,3630.44
11.9,2,0.022,13,119.42,2009,1,1,3,2718.74
7.42,0,0.052,5,98.35,1998,2,2,1,1273.63
11.84,2,0.072,3,116.18,2009,1,1,3,2638.99
14.69,0,0.043,4,181.42,1987,0,1,2,4617.15
11.26,0,0.146,0,142.78,2009,1,1,3,3050.77
11.25,0,0.034,1,121.47,2009,1,1,3,2612.79
15.57,2,0.052,13,186.2,1987,0,1,2,4914.31
15.63,3,0.147,5,190.71,1999,1,0,0,5019.88
11.93,0,0.105,6,178.76,2009,1,1,3,3940.15
7.54,0,0.079,6,153.76,1987,0,1,2,2435.08
12.65,2,0.093,6,164.41,2009,1,1,3,3808.85
11.51,0,0.041,13,151.54,2009,1,1,3,3287.16
13.87,0,0.055,10,142.04,2009,1,1,3,3626.84
14.23,0,0.076,4,188.09,1987,0,1,2,4648.93
9.23,2,0.105,6,110.49,1998,2,2,1,1932.58
9.94,2,0.046,10,132.99,2009,1,1,3,2552.36
14.45,0,0.089,10,130.31,2009,1,1,3,3517.84
10.01,2,0.042,0,123.73,1987,0,1,2,2379.17
12.57,1,0.018,9,118.08,2009,1,1,3,3398.39
11.54,2,0.175,0,178.34,2009,1,1,3,3842.54
15.94,0,0.042,6,190.27,1999,1,0,0,5081.35
12.36,2,0.035,3,176.08,2009,1,1,3,4337.86
12.39,2,0.14,2,137.74,2009,1,1,3,3204.52
13.97,2,0.052,10,161.06,1987,0,1,2,4037.56
10.49,0,0.097,1,112.91,1998,2,2,1,830.76
10.72,0,0.043,5,152.56,2009,1,1,3,3129.94
10.81,2,0.068,3,151.88,2009,1,1,3,3136.67
12.58,0,0.018,1,93.84,1987,0,1,2,2347.53
10.24,0,0.015,12,176.28,2009,1,1,3,3507.42
14.0,2,0.042,2,165.12,1987,0,1,2,4128.66
13.82,0,0.156,5,181.45,1999,1,0,0,4421.66
11.78,0,0.042,13,61.63,1998,2,2,1,1509.17
11.48,0,0.035,14,125.5,2009,1,1,3,2747.81
11.8,1,0.072,9,108.98,1987,0,1,2,3306.59
10.55,0,0.023,10,156.74,2009,1,1,3,3176.92
13.36,0,0.03,4,134.44,2009,1,1,3,3354.95
8.77,0,0.139,13,93.29,1998,2,2,1,1475.11
12.13,0,0.13,14,171.09,2009,1,1,3,3827.83
